Uniprot_ID,Gene_ID,THSA,RHSA,LHPSA,length,Gene,Tissue,NX,Median_NX,rows,Expression
Q15760,GPR19,10761.917817515134,0.4443467337251073,6773.703427960926,415,ENSG00000183150,basal ganglia,13.3,1.1,4061,D
Q9NY28,GALNT8,10119.719487828017,0.29576615270801576,2301.423046496429,637,ENSG00000130035,rectum,33.2,1.1,4062,D
Q9Y231,FUT9,6325.731025266644,0.3268726930605447,1889.931313072292,359,ENSG00000172461,cerebellum,37.7,1.1,4063,D
Q8TDS4,HCAR2,9038.137148150809,0.43976204586563056,6729.203427960926,363,ENSG00000182782,granulocytes,50.9,1.1,4064,D
Q8NEG4,FAM83F,8797.741008499263,0.2605822656640873,1247.199980222698,500,ENSG00000133477,seminal vesicle,33.3,1.1,4065,D
Q9Y278,HS3ST2,6569.7113819688575,0.27617140798334194,1656.4306363857788,367,ENSG00000122254,cerebral cortex,38.2,1.1,4066,D
Q9UPE1,SRPK3,7509.214185810087,0.2264053467670721,1015.9811433131842,567,ENSG00000184343,skeletal muscle,73.4,1.1,4067,D
F5GYI3,UBAP1L,7115.149996352197,0.2537249031008444,1247.199980222698,381,ENSG00000246922,retina,91.1,1.1,4068,D
Q14213,EBI3,4884.4975827515145,0.3394220785615311,2139.9918975636656,229,ENSG00000105246,placenta,411.9,1.1,4069,D
Q96AQ9,FAM131C,5210.485289666056,0.2517969942214219,1247.199980222698,280,ENSG00000185519,cerebellum,41.1,1.1,4070,D
P29965,CD40LG,5727.2568221330675,0.3288712627697928,1889.931313072292,261,ENSG00000102245,thymus,33.7,1.1,4071,D
P29017,CD1C,7954.044447857143,0.3953831314972914,5187.7476080547885,333,ENSG00000158481,thymus,111.4,1.1,4072,D
A6NGN9,IGLON5,6150.659008452299,0.3087307910230622,1719.856273640681,336,ENSG00000142549,cerebellum,33.6,1.1,4073,D
P26717,KLRC2,5586.63071206212,0.2980726163714849,1719.856273640681,231,ENSG00000205809,NK-cells,32.8,1.1,4074,D
P35236,PTPN7,4019.933490920066,0.2057964156290414,882.6186463269493,360,ENSG00000143851,thymus,63.7,1.1,4075,D
Q13291,SLAMF1,7756.187199923394,0.33188119314991216,2061.227122788891,335,ENSG00000117090,thymus,97.8,1.1,4076,D
P61328,FGF12,4429.458930778503,0.2391939359016863,1247.199980222698,243,ENSG00000114279,heart muscle,75.7,1.1,4077,D
Q16816,PHKG1,4339.389014497399,0.2261125048776744,1015.9811433131842,387,ENSG00000164776,skeletal muscle,105.6,1.1,4078,D
Q9NYZ4,SIGLEC8,9161.2473819226,0.2806845849808306,2237.9974092415273,499,ENSG00000105366,granulocytes,63.0,1.1,4079,D
P25090,FPR2,10043.093099600079,0.5062188587308705,6729.203427960926,351,ENSG00000171049,granulocytes,128.2,1.1,4080,D
B5MCN3,SEC14L6,5087.160091769695,0.2535960953442591,1247.199980222698,397,ENSG00000214491,parathyroid gland,20.9,1.1,4081,D
Q96JT2,SLC45A3,12915.69021524191,0.4629056866602638,6773.703427960926,553,ENSG00000158715,prostate,115.0,1.1,4082,D
P51124,GZMM,3796.2872958093867,0.28891214607245425,1719.856273640681,257,ENSG00000197540,T-cells,79.2,1.1,4083,D
Q5SZD1,C6orf141,4404.85998491049,0.2351706987891628,1247.199980222698,244,ENSG00000197261,basal ganglia,30.6,1.1,4084,D
P21917,DRD4,10531.9286685586,0.407081593288649,6773.703427960926,419,ENSG00000069696,retina,86.1,1.1,4085,D
Q15818,NPTX1,6354.681868195537,0.24664254898111404,1247.199980222698,432,ENSG00000171246,cerebellum,68.9,1.1,4086,D
Q9ULW5,RAB26,3446.56293770373,0.223653894959538,1015.9811433131842,256,ENSG00000167964,cerebellum,30.5,1.1,4087,D
Q8N3Z0,PRSS35,6410.417386361954,0.24404575343354395,1247.199980222698,413,ENSG00000146250,T-cells,17.1,1.1,4088,D
P28223,HTR2A,11487.134347370256,0.4106654797821823,6773.703427960926,471,ENSG00000102468,cerebral cortex,30.4,1.1,4089,D
Q96MM7,HS6ST2,11529.556506037716,0.2696556888495045,2067.0458375402945,605,ENSG00000171004,basal ganglia,29.5,1.1,4090,D
Q8IUC8,GALNT13,7342.992558187246,0.2725532380448152,1656.4306363857788,556,ENSG00000144278,cerebellum,39.0,1.1,4091,D
Q9NZA1,CLIC5,4831.731674146653,0.20809926618945332,882.6186463269493,410,ENSG00000112782,skeletal muscle,99.9,1.1,4092,D
A6NKF7,TMEM88B,5524.6683844596155,0.4002730772451857,4032.051560477584,163,ENSG00000205116,spinal cord,36.9,1.1,4093,D
P0CB38,PABPC4L,4199.6802859574545,0.2060209177554093,882.6186463269493,370,ENSG00000254535,placenta,13.2,1.1,4094,D
P37288,AVPR1A,10568.875992718336,0.4142412235862845,6773.703427960926,418,ENSG00000166148,liver,71.2,1.1,4095,D
Q8IYE1,CCDC13,13291.949630722405,0.2325356875904257,1131.7224879498244,715,ENSG00000244607,testis,15.0,1.1,4096,D
Q0D2K0,NIPAL4,11035.256834808,0.4350271606740973,6773.703427960926,466,ENSG00000172548,skin,38.1,1.1,4097,D
Q6ZVK1,TMEM179,8177.844031760092,0.5265082282279704,6204.303243978244,233,ENSG00000258986,cerebral cortex,30.4,1.1,4098,D
Q9HAK2,EBF2,9488.483063665031,0.2679838233065688,2067.0458375402945,575,ENSG00000221818,adipose tissue,25.8,1.1,4099,D
Q8NEQ6,SRARP,3359.0046411871917,0.2823636198464954,1577.2088451130282,169,ENSG00000183888,pons and medulla,22.0,1.1,4100,D
Q9HBG7,LY9,12833.685237541797,0.2779186821716298,2237.9974092415273,655,ENSG00000122224,tonsil,43.7,1.1,4101,D
Q15003,NCAPH,12070.320405721664,0.2326704780299121,1131.7224879498244,741,ENSG00000121152,testis,60.4,1.1,4102,D
Q5SZQ8,CELF3,5908.66583213806,0.24762631042198946,1247.199980222698,465,ENSG00000159409,cerebral cortex,44.0,1.1,4103,D
A6NHQ2,FBLL1,4575.455461633203,0.1983626811075601,882.6186463269493,334,ENSG00000188573,cerebral cortex,24.9,1.1,4104,D
Q8IWV1,LAX1,7805.113848620649,0.2658867139126,1247.199980222698,398,ENSG00000122188,tonsil,26.7,1.1,4105,D
P18510,IL1RN,3217.754808455706,0.2876357002370529,1543.2089385592158,177,ENSG00000136689,esophagus,217.8,1.1,4106,D
Q96KN2,CNDP1,6012.928460708259,0.2538435032702767,1247.199980222698,507,ENSG00000150656,cerebral cortex,60.3,1.1,4107,D
Q96P56,CATSPER2,15869.487172889705,0.4052786981047031,6773.703427960926,530,ENSG00000166762,testis,43.7,1.1,4108,D
Q96MZ0,GDAP1L1,6539.0569813877355,0.3085024774895714,1719.856273640681,367,ENSG00000124194,cerebral cortex,47.4,1.1,4109,D
Q9Y2T3,GDA,4968.261490949987,0.2547627916171558,1247.199980222698,454,ENSG00000119125,small intestine,54.5,1.1,4110,D
Q495Y8,SPDYE2,6553.740975111722,0.22490319297940525,1015.9811433131842,402,ENSG00000205238,testis,10.7,1.1,4111,D
O95994,AGR2,3411.7848760694264,0.2935250266119269,1719.856273640681,175,ENSG00000106541,ductus deferens,160.2,1.1,4112,D
Q8IY50,SLC35F3,11902.671075418591,0.45260607535221203,6773.703427960926,421,ENSG00000183780,basal ganglia,26.0,1.1,4113,D
Q9H1X1,RSPH9,4633.786606365443,0.29964372248023724,1719.856273640681,276,ENSG00000172426,testis,48.4,1.1,4114,D
Q9NXB9,ELOVL2,9181.898747739198,0.5001724759748828,6383.191285103785,296,ENSG00000197977,liver,43.1,1.1,4115,D
Q4ZJI4,SLC9B1,12614.541180235152,0.4442158237527974,6773.703427960926,515,ENSG00000164037,testis,43.1,1.1,4116,D
Q99819,ARHGDIG,4572.650072377917,0.327774997129214,1889.931313072292,225,ENSG00000242173,cerebral cortex,60.4,1.1,4117,D
Q9NYW4,TAS2R5,9274.09170053303,0.5497418117172852,6383.191285103785,299,ENSG00000127366,skin,8.8,1.1,4118,D
Q14773,ICAM4,6681.388639506698,0.3812924695289809,4096.46304939421,271,ENSG00000105371,monocytes,53.1,1.1,4119,D
Q9NYV8,TAS2R14,9620.209107372166,0.5287853905811006,6383.191285103785,317,ENSG00000212127,cerebellum,6.0,1.1,4120,D
Q9GZZ0,HOXD1,6228.448186755177,0.3102579079268692,1719.856273640681,328,ENSG00000128645,seminal vesicle,20.4,1.1,4121,D
P01210,PENK,5869.197318559886,0.28962425434577355,1719.856273640681,267,ENSG00000181195,basal ganglia,171.5,1.1,4122,D
Q96DU3,SLAMF6,7415.368374398349,0.3270337856127424,1889.931313072292,332,ENSG00000162739,lymph node,51.9,1.1,4123,D
Q9H1V8,SLC6A17,17081.221244537825,0.4360005356388377,6773.703427960926,727,ENSG00000197106,cerebral cortex,53.5,1.1,4124,D
Q8WXG8,S100Z,2484.572925034165,0.31394811464014993,1244.9436342565302,99,ENSG00000171643,monocytes,18.7,1.1,4125,D
Q9HB65,ELL3,7400.819795048234,0.2371704921444368,1247.199980222698,397,ENSG00000128886,appendix,24.2,1.1,4126,D
Q7Z6G3,NECAB2,5722.575053527949,0.2372815688865387,1247.199980222698,386,ENSG00000103154,basal ganglia,42.5,1.1,4127,D
Q9UHF5,IL17B,5203.998431766034,0.3464618505639163,2139.9918975636656,180,ENSG00000127743,midbrain,8.9,1.1,4128,D
Q96P67,GPR82,9067.302409496902,0.4779448282243275,6459.898427960928,336,ENSG00000171657,granulocytes,23.2,1.1,4129,D
Q8N7M0,TCTEX1D1,4380.150123694541,0.3297166545089175,1889.931313072292,179,ENSG00000152760,pons and medulla,28.4,1.1,4130,D
Q8IZS7,CLECL1,3643.2754414319984,0.3484821538023956,2139.9918975636656,167,ENSG00000184293,B-cells,42.4,1.1,4131,D
O43405,COCH,6625.9165657699095,0.25903024158285115,1247.199980222698,550,ENSG00000100473,pancreas,136.8,1.1,4132,D
Q99259,GAD1,5768.571028771996,0.21635680651400133,955.0750302085603,594,ENSG00000128683,cerebral cortex,53.9,1.1,4133,D
Q96AY2,EME1,8064.063165560367,0.2077815583554016,882.6186463269493,570,ENSG00000154920,testis,21.9,1.1,4134,D
Q9BZM5,ULBP2,6264.294893556827,0.3974336810812956,4254.824413030575,246,ENSG00000131015,esophagus,10.8,1.1,4135,D
Q6ZS72,PEAK3,7512.251338195803,0.26920097933598386,1485.4790646845458,473,ENSG00000188305,granulocytes,24.5,1.1,4136,D
Q494R4,CCDC153,5701.176766002177,0.2871999637300597,1719.856273640681,210,ENSG00000248712,pituitary gland,20.0,1.1,4137,D
Q9HCY8,S100A14,1944.3471215248114,0.2493209806254628,862.4763812734966,104,ENSG00000189334,esophagus,256.0,1.1,4138,D
Q14576,ELAVL3,5442.842866465448,0.2683034939689486,1485.4790646845458,367,ENSG00000196361,cerebral cortex,53.8,1.1,4139,D
Q9UIK5,TMEFF2,8210.603422847387,0.3098895855000261,1780.221628727053,374,ENSG00000144339,prostate,46.3,1.1,4140,D
Q96BD8,SKA1,4722.519488409161,0.2379037626803664,1247.199980222698,255,ENSG00000154839,testis,28.0,1.1,4141,D
Q6ZSM3,SLC16A12,11535.062465873358,0.4554934520001996,6773.703427960926,516,ENSG00000152779,kidney,55.6,1.1,4142,D
O15350,TP73,11582.883596399428,0.2681606416683953,2067.0458375402945,636,ENSG00000078900,cerebellum,25.7,1.1,4143,D
Q9HBE5,IL21R,10804.673516860601,0.329364020842114,2471.49808592804,538,ENSG00000103522,thymus,47.8,1.1,4144,D
Q9UIG5,PSORS1C1,3779.480497440695,0.2903589053209622,1719.856273640681,152,ENSG00000204540,testis,52.2,1.1,4145,D
Q12926,ELAVL2,4237.000790312887,0.2126468994968493,923.1733601705887,359,ENSG00000107105,testis,45.3,1.1,4146,D
Q8N468,MFSD4A,11834.076200166346,0.4668921650918635,6773.703427960926,514,ENSG00000174514,stomach,60.0,1.1,4147,D
Q9H9P2,CHODL,5064.694619116188,0.3005897836444673,1719.856273640681,273,ENSG00000154645,testis,59.6,1.1,4148,D
Q8N966,ZDHHC22,8337.055949041245,0.5365333131479673,6289.499077311577,263,ENSG00000177108,cerebral cortex,52.3,1.1,4149,D
Q9H0A6,RNF32,6020.865706893804,0.2454680636330021,1247.199980222698,362,ENSG00000105982,testis,55.2,1.1,4150,D
Q8IV04,TBC1D10C,6568.666225731375,0.2384975605969353,1247.199980222698,446,ENSG00000175463,T-cells,55.4,1.1,4151,D
Q3KR16,PLEKHG6,10583.312448737026,0.2064954001244624,882.6186463269493,790,ENSG00000008323,small intestine,43.4,1.1,4152,D
Q8TAV5,C11orf45,2084.345636555552,0.2335412457671201,821.7369942177684,145,ENSG00000174370,skin,8.0,1.1,4153,D
Q8IW70,TMEM151B,13440.594912225004,0.3528614588974076,3757.2386779156673,566,ENSG00000178233,cerebellum,52.2,1.1,4154,D
P56706,WNT7B,7025.64041074216,0.34029844917429874,2139.9918975636656,349,ENSG00000188064,skin,25.9,1.1,4155,D
Q5GH70,XKR9,11477.324537941811,0.5582203343518036,6729.203427960926,373,ENSG00000221947,testis,17.1,1.2,4156,D
Q7Z5Y6,BMP8A,7850.707419633867,0.29448064265389096,1780.221628727053,402,ENSG00000183682,thyroid gland,45.6,1.2,4157,D
Q9UK08,GNG8,2689.652488720417,0.4156518996775595,1966.8563446969697,70,ENSG00000167414,adrenal gland,21.5,1.2,4158,D
Q8TE68,EPS8L1,11899.940100097656,0.2324124519993828,1131.7224879498244,723,ENSG00000131037,placenta,45.0,1.2,4159,D
Q96NS5,ASB16,5505.6509360611435,0.2377303230180518,1247.199980222698,453,ENSG00000161664,skeletal muscle,38.4,1.2,4160,D
Q6ZP80,TMEM182,8746.362301123145,0.5825791985106008,6383.191285103785,229,ENSG00000170417,skeletal muscle,53.9,1.2,4161,D
O43300,LRRTM2,10811.521011495592,0.3398109795077452,2721.5586704194143,516,ENSG00000146006,cerebral cortex,33.1,1.2,4162,D
Q5VZ03,NXNL2,2243.438767185808,0.2649073731495537,862.4763812734966,156,ENSG00000130045,ovary,11.7,1.2,4163,D
Q8N7N1,FAM86B1,3993.944096982481,0.26602797207120377,1247.199980222698,296,ENSG00000186523,cerebral cortex,7.5,1.2,4164,D
Q01362,MS4A2,7213.552431270482,0.4325144775044332,5857.3158374958375,244,ENSG00000149534,granulocytes,72.0,1.2,4165,D
Q9HD36,BCL2L10,4343.652077516914,0.356707545145277,2487.7519050599176,204,ENSG00000137875,liver,15.3,1.2,4166,D
Q3MUY2,PIGY,3669.3970501124872,0.6035887525521643,2929.1309523809527,71,ENSG00000255072,dendritic cells,38.4,1.2,4167,D
Q9BXA6,TSSK6,3202.8002440452588,0.2424358407164444,1247.199980222698,273,ENSG00000178093,testis,50.8,1.2,4168,D
Q96FL9,GALNT14,7902.789856618642,0.2770419017884434,1716.7959914721512,552,ENSG00000158089,kidney,42.7,1.2,4169,D
Q9BZM4,ULBP3,5548.51972311735,0.371119743168882,2487.7519050599176,244,ENSG00000131019,testis,24.3,1.2,4170,D
Q9NZI6,TFCP2L1,5779.9031438410275,0.2184169305084488,985.4477567000637,479,ENSG00000115112,salivary gland,93.5,1.2,4171,D
Q9BZW8,CD244,7982.968476942183,0.3013102574798763,1780.221628727053,370,ENSG00000122223,granulocytes,75.8,1.2,4172,D
Q8NCB2,CAMKV,8300.72408390343,0.24864091076639144,1247.199980222698,501,ENSG00000164076,basal ganglia,77.2,1.2,4173,D
Q8WUY9,DEPDC1B,6823.040987652542,0.2297004003940083,1099.636679319052,529,ENSG00000035499,placenta,71.5,1.2,4174,D
O95069,KCNK2,10839.077361866832,0.40467111574144937,6773.703427960926,426,ENSG00000082482,adrenal gland,49.1,1.2,4175,D
A6NK75,ZNF98,8216.073471868041,0.21421780142853167,955.0750302085603,572,ENSG00000197360,pancreas,36.9,1.2,4176,D
Q5TA89,HES5,5851.779588493702,0.3996373756666183,3747.7940089901695,166,ENSG00000197921,cerebral cortex,16.7,1.2,4177,D
P49639,HOXA1,5838.585762256384,0.2395773337963925,1247.199980222698,335,ENSG00000105991,urinary bladder,12.9,1.2,4178,D
P14672,SLC2A4,11575.599156606191,0.4737329414390351,6773.703427960926,509,ENSG00000181856,skeletal muscle,76.8,1.2,4179,D
A7E2U8,C4orf47,8544.63856948018,0.3212069819177269,1950.296668158664,309,ENSG00000205129,pons and medulla,20.8,1.2,4180,D
O14756,HSD17B6,6180.673184928297,0.3625985754207823,2487.7519050599176,317,ENSG00000025423,liver,241.2,1.2,4181,D
Q96DC9,OTUB2,2626.6536573439835,0.21788122566269427,817.2411396581831,234,ENSG00000089723,testis,34.5,1.2,4182,D
Q9BYS8,LRRC2,4884.227929270267,0.2374998182416649,1247.199980222698,371,ENSG00000163827,skeletal muscle,70.3,1.2,4183,D
O95452,GJB6,8259.028493699434,0.4487473099384741,6204.303243978244,261,ENSG00000121742,esophagus,97.1,1.2,4184,D
Q5VWX1,KHDRBS2,5801.251186540721,0.2374735590781493,1247.199980222698,349,ENSG00000112232,basal ganglia,18.4,1.2,4185,D
Q8IYR6,TMEFF1,8637.578488758209,0.3029518343147092,1780.221628727053,380,ENSG00000241697,cerebral cortex,21.1,1.2,4186,D
Q6ZP65,BICDL1,11339.467720904951,0.2561572286431538,1247.199980222698,573,ENSG00000135127,kidney,29.9,1.2,4187,D
Q33E94,RFX4,8920.867495575543,0.2186093164543455,985.4477567000637,735,ENSG00000111783,testis,70.5,1.2,4188,D
Q04609,FOLH1,8856.853165104982,0.2784923717484327,1716.7959914721512,750,ENSG00000086205,duodenum,111.2,1.2,4189,D
O00254,F2RL2,11524.871799629922,0.5341864540647532,6773.703427960926,374,ENSG00000164220,retina,34.2,1.2,4190,D
Q6UXK2,ISLR2,13547.21436364949,0.28873174854935163,2301.423046496429,745,ENSG00000167178,cerebral cortex,25.9,1.2,4191,D
P84074,HPCA,2829.6013113170857,0.2341617653060806,1049.8663430692566,193,ENSG00000121905,basal ganglia,118.9,1.2,4192,D
P48065,SLC6A12,12437.008627688872,0.4572195942122964,6773.703427960926,614,ENSG00000111181,liver,59.3,1.2,4193,D
P21695,GPD1,4260.649625605344,0.2580048856687328,1247.199980222698,349,ENSG00000167588,adipose tissue,116.3,1.2,4194,D
Q96HU8,DIRAS2,2187.9348002493384,0.19069170896055332,567.218959048789,199,ENSG00000165023,cerebral cortex,65.3,1.2,4195,D
Q6UW60,PCSK4,9739.348051914576,0.2935044033618671,2301.423046496429,755,ENSG00000115257,testis,50.7,1.2,4196,D
Q8TBG9,SYNPR,8099.479616624114,0.4293961761795008,6204.303243978244,265,ENSG00000163630,basal ganglia,99.9,1.2,4197,D
P17540,CKMT2,5422.264074304702,0.2436197986043652,1247.199980222698,419,ENSG00000131730,skeletal muscle,182.4,1.2,4198,D
Q9UBD3,XCL2,3462.318616715074,0.3393718711706571,2139.9918975636656,114,ENSG00000143185,NK-cells,73.4,1.2,4199,D
Q92784,DPF3,7888.546441492436,0.2473542223384678,1247.199980222698,378,ENSG00000205683,cerebellum,56.3,1.2,4200,D
A4QMS7,C5orf49,3770.547563534975,0.28794112345340445,1719.856273640681,147,ENSG00000215217,fallopian tube,65.6,1.2,4201,D
P01375,TNF,5374.817731356619,0.33712262017744393,2139.9918975636656,233,ENSG00000232810,spleen,28.0,1.2,4202,D
P10747,CD28,6838.848951363564,0.4246915863654782,5761.3406238206235,220,ENSG00000178562,thymus,48.6,1.2,4203,D
Q9BXQ6,TMEM121B,15176.956751790645,0.3750265402298481,4169.395184764982,578,ENSG00000183307,cerebral cortex,19.1,1.2,4204,D
Q8NCQ5,FBXO15,8847.278797191388,0.3204521256549314,1950.296668158664,510,ENSG00000141665,testis,19.2,1.2,4205,D
Q96CW9,NTNG2,8088.115732342007,0.27430665136355564,1716.7959914721512,530,ENSG00000196358,bone marrow,38.9,1.2,4206,D
Q9NYB5,SLCO1C1,15771.153531205662,0.4005922603719997,6649.3034279609265,712,ENSG00000139155,cerebral cortex,32.4,1.2,4207,D
Q9UKT9,IKZF3,11987.108403643964,0.2794646125992155,2237.9974092415273,509,ENSG00000161405,thymus,55.1,1.2,4208,D
Q8TBB6,SLC7A14,19465.712831437588,0.4602129370491141,6773.703427960926,771,ENSG00000013293,cerebral cortex,33.4,1.2,4209,D
Q9BYU1,PBX4,7361.525128373503,0.2522006735858026,1247.199980222698,374,ENSG00000105717,testis,16.9,1.2,4210,D
Q06609,RAD51,5182.903132870792,0.279505676243515,1656.4306363857788,339,ENSG00000051180,thymus,27.9,1.2,4211,D
Q9BPW5,RASL11B,4301.756998479365,0.282391925164294,1656.4306363857788,248,ENSG00000128045,ovary,38.0,1.2,4212,D
Q538Z0,LUZP6,1867.708014526964,0.3908106423876212,1143.6121966830567,58,ENSG00000267697,skeletal muscle,7.2,1.2,4213,D
P08729,KRT7,10959.577281367772,0.3022733328520593,2301.423046496429,469,ENSG00000135480,thyroid gland,199.7,1.2,4214,D
Q2MJR0,SPRED3,8596.533132192491,0.29364656256304805,1780.221628727053,410,ENSG00000188766,cerebral cortex,10.7,1.2,4215,D
Q6UWV7,SHISAL2A,7454.58640654385,0.4439398386213308,5806.09276057276,190,ENSG00000182183,appendix,25.4,1.2,4216,D
Q5QGZ9,CLEC12A,7348.78830470145,0.3649135466883859,2664.451905059917,265,ENSG00000172322,granulocytes,46.5,1.2,4217,D
Q08881,ITK,7217.564113664626,0.2271650275858288,1015.9811433131842,620,ENSG00000113263,lymph node,60.5,1.2,4218,D
O15551,CLDN3,7144.850070294741,0.5215388097620435,5792.624170829171,220,ENSG00000165215,small intestine,100.4,1.2,4219,D
A5D8V7,CCDC151,9811.594920811056,0.22596491286566905,1015.9811433131842,595,ENSG00000198003,fallopian tube,18.2,1.2,4220,D
A6ND91,ASPDH,3120.0305320322523,0.2330172292465889,1131.7224879498244,283,ENSG00000204653,liver,59.8,1.2,4221,D
Q8NFJ8,BHLHE22,7470.922418627144,0.2734891002299923,1656.4306363857788,381,ENSG00000180828,amygdala,30.7,1.2,4222,D
P62955,CACNG7,7680.1269873201845,0.4277510728483058,5806.09276057276,275,ENSG00000105605,cerebral cortex,54.4,1.2,4223,D
O00445,SYT5,7363.227537533641,0.2898543288669129,1719.856273640681,386,ENSG00000129990,cerebral cortex,73.0,1.2,4224,D
Q9P2U7,SLC17A7,12370.812946358315,0.4149501221010848,6773.703427960926,560,ENSG00000104888,cerebral cortex,150.0,1.2,4225,D
Q8NFF2,SLC24A4,14412.565240493417,0.4168868483860948,6773.703427960926,622,ENSG00000140090,pons and medulla,28.1,1.2,4226,D
Q93070,ART4,6000.396722692252,0.3342234220123168,2139.9918975636656,314,ENSG00000111339,liver,33.7,1.2,4227,D
O75015,FCGR3B,5234.746655130386,0.3551257847442185,2487.7519050599176,233,ENSG00000162747,granulocytes,334.5,1.2,4228,D
Q9BZR6,RTN4R,8176.140751636031,0.2757285993397477,1716.7959914721512,473,ENSG00000040608,cerebellum,33.2,1.2,4229,D
Q9NS39,ADARB2,10187.42607382535,0.236388185666747,1247.199980222698,739,ENSG00000185736,midbrain,33.2,1.2,4230,D
O43680,TCF21,4578.6421981245285,0.2702060435704828,1561.9385202765454,179,ENSG00000118526,lung,74.4,1.2,4231,D
Q6FHJ7,SFRP4,6299.904638731478,0.25668110451930604,1247.199980222698,346,ENSG00000106483,"cervix, uterine",144.9,1.2,4232,D
Q92915,FGF14,5146.086937519908,0.2722927438638042,1656.4306363857788,247,ENSG00000102466,cerebellum,46.4,1.2,4233,D
P0DL12,SMIM17,4367.9848463773715,0.3542095057992697,2487.7519050599176,118,ENSG00000268182,pons and medulla,26.5,1.2,4234,D
Q8IZF4,ADGRG5,11952.312858447442,0.4145716775422769,6773.703427960926,528,ENSG00000159618,granulocytes,37.7,1.2,4235,D
P40259,CD79B,6725.237927481532,0.3757729059636382,3076.608411909233,229,ENSG00000007312,B-cells,138.8,1.2,4236,D
Q9ULW2,FZD10,12203.782734975228,0.3637515259308072,3757.2386779156673,581,ENSG00000111432,esophagus,26.9,1.2,4237,D
Q99963,SH3GL3,6366.608318793773,0.2644288135446657,1247.199980222698,347,ENSG00000140600,testis,31.6,1.2,4238,D
Q969G2,LHX4,7433.588188132645,0.2663224125971424,1300.09365576959,390,ENSG00000121454,retina,21.0,1.2,4239,D
Q86Y34,ADGRG3,11189.213949123028,0.3703783392995527,3757.2386779156673,549,ENSG00000182885,bone marrow,62.7,1.2,4240,D
Q9BPU6,DPYSL5,7042.550525495411,0.2720298743365457,1656.4306363857788,564,ENSG00000157851,spinal cord,47.1,1.2,4241,D
Q9Y5E1,PCDHB9,13342.474397307617,0.3012183643115805,2301.423046496429,797,ENSG00000177839,cerebral cortex,10.9,1.2,4242,D
P02788,LTF,6842.678530660277,0.2098298480922576,882.6186463269493,710,ENSG00000012223,bone marrow,277.8,1.2,4243,D
Q01860,POU5F1,7402.548145928982,0.2819045143331552,1656.4306363857788,360,ENSG00000204531,urinary bladder,11.2,1.2,4244,D
Q8N309,LRRC43,10170.603962108493,0.2531914085433145,1247.199980222698,656,ENSG00000158113,fallopian tube,26.6,1.2,4245,D
Q96SQ9,CYP2S1,6473.197955104708,0.27465616550589217,1656.4306363857788,504,ENSG00000167600,small intestine,62.7,1.2,4246,D
Q8NER5,ACVR1C,9836.941070976856,0.3502816036069137,3551.271527562272,493,ENSG00000123612,adipose tissue,36.2,1.2,4247,D
Q9P255,ZNF492,7191.5405466914135,0.2021853787442201,882.6186463269493,531,ENSG00000229676,thymus,11.1,1.2,4248,D
Q9BWP8,COLEC11,5259.86023412943,0.2659464030974408,1247.199980222698,271,ENSG00000118004,gallbladder,61.9,1.2,4249,D
Q14982,OPCML,6601.6974705338525,0.3283863996108943,1889.931313072292,345,ENSG00000183715,cerebral cortex,49.9,1.2,4250,D
Q14654,KCNJ11,9329.164448523521,0.3748808386115852,3757.2386779156673,390,ENSG00000187486,skeletal muscle,63.1,1.2,4251,D
Q9H426,RIMS4,5675.745229503513,0.3080996928752257,1719.856273640681,269,ENSG00000101098,cerebral cortex,23.8,1.2,4252,D
P58872,RHBDL3,9604.105488431454,0.4270471390216637,6773.703427960926,404,ENSG00000141314,cerebral cortex,23.7,1.2,4253,D
Q9H4H8,FAM83D,10689.443751928207,0.2726704572335426,2237.9974092415273,585,ENSG00000101447,smooth muscle,69.8,1.2,4254,D
P35368,ADRA1B,11798.565173229576,0.3599236744362957,3757.2386779156673,520,ENSG00000170214,cerebral cortex,21.6,1.2,4255,D
P25311,AZGP1,5085.791224959494,0.2928636493752741,1719.856273640681,298,ENSG00000160862,salivary gland,270.5,1.2,4256,D
P29762,CRABP1,2032.901315051317,0.2468231974600744,862.4763812734966,137,ENSG00000166426,thyroid gland,80.6,1.2,4257,D
Q8N6D2,RNF182,6521.344681888821,0.3815755574482216,4096.46304939421,247,ENSG00000180537,cerebral cortex,17.6,1.2,4258,D
Q9BR01,SULT4A1,3574.778798589113,0.23897566638878265,1247.199980222698,284,ENSG00000130540,cerebral cortex,80.3,1.2,4259,D
Q8IW40,CCDC103,4442.94607988,0.2707984312673831,1561.9385202765454,242,ENSG00000167131,testis,35.5,1.2,4260,D
O95150,TNFSF15,6068.515948301557,0.3536429416993325,2487.7519050599176,251,ENSG00000181634,salivary gland,28.7,1.2,4261,D
Q9UBY9,HSPB7,3746.239657840133,0.25881539596801345,1247.199980222698,170,ENSG00000173641,skeletal muscle,551.1,1.2,4262,D
P56178,DLX5,7659.7041224211425,0.3087659318500612,1719.856273640681,289,ENSG00000105880,placenta,44.5,1.2,4263,D
Q9BYJ0,FGFBP2,4312.089240661264,0.2458052365987116,1247.199980222698,223,ENSG00000137441,T-cells,79.8,1.2,4264,D
O75106,AOC2,11255.644999533892,0.3276083685743933,2471.49808592804,756,ENSG00000131480,retina,133.5,1.2,4265,D
Q9H693,C16orf95,3612.553656166793,0.2954574912366037,1719.856273640681,158,ENSG00000260456,testis,47.2,1.2,4266,D
