id,monomer
2op5,False
3llo,True
2q40,True
2zds,False
2p65,True
5h9n,True
2pih,False
3imk,True
3bes,False
5j1b,False
3lod,True
3nlc,True
3qvl,False
5ylw,True
2r39,True
2ip6,True
2ymy,False
3crv,True
6k1w,True
3ov5,True
2dtc,False
3key,True
2ddz,False
1irx,False
2dsy,False
1fpo,False
1d4a,False
1lq9,False
4pw0,True
5dje,False
2gys,False
5nxf,False
1gpp,True
4ybr,False
6fz6,False
4xj5,True
5a3d,False
2i1s,False
5tqj,True
2e26,False
2z6r,False
5hgz,True
3wky,False
4yvq,False
3n08,False
6r4z,False
6az5,True
1im3,False
3eaf,True
1e2w,False
6gkd,False
2nwa,False
4fmr,False
3njd,False
3fac,False
4g7v,False
2hqt,False
2rfq,False
2qeu,False
4joq,False
5fzp,False
1dfm,False
4gjz,True
5uay,True
4zmh,False
2ecu,False
6gvb,False
6c6n,False
5h3x,True
3k44,False
5gva,True
1xe1,True
6irp,False
4k8w,True
3sj5,False
1dj8,False
3rpc,False
3d1p,True
2x9k,True
2fbi,True
3mjq,False
4zy7,False
5n6f,True
3fpr,False
4v1g,False
6g1i,False
6i3q,False
2pm7,False
4rks,False
5f2k,False
5kdw,False
3ss7,True
3dee,True
5l7s,True
1cq3,False
3ddv,False
5zyp,True
5hlz,False
6npp,False
4u89,True
2d1p,False
4r1k,False
2vvm,False
3ccf,False
6gy5,False
5hjm,True
4tq3,False
2iuw,True
1slu,False
2pyw,False
6maz,False
2xpp,False
2cb8,False
4uas,False
4ci7,False
1nyc,False
4fz0,False
4oie,True
5elb,False
2hfg,False
4l4q,False
4boh,False
3b79,True
4dgu,False
1s28,False
5xi8,True
5xra,True
3dpt,False
2pkf,False
6f6m,False
6j05,False
1jyo,False
2qya,False
1vh4,False
4mhl,True
5lpa,False
4u9u,False
2j6p,False
5hqt,True
4y04,True
4zjv,False
3luy,True
1s9r,False
1go3,False
1vca,False
3cx5,False
5t9p,False
4i71,True
4fyp,False
3i94,True
2oiw,False
4wfc,False
6in9,False
3i1a,False
1use,True
5m33,False
6ac8,False
6b9m,False
3cu5,False
3wxx,False
5jeq,True
2axo,True
1dle,False
6kcf,False
3gmf,True
2rbc,True
4cnn,False
6rfx,False
5fce,False
1qi9,False
4rcj,False
1jr2,False
6afw,False
2gn4,False
4hno,True
2isk,False
4x33,False
2cw6,False
3rlg,True
4pgr,True
5uts,False
4llo,False
3nfg,False
1o4t,False
5v0s,False
2rhs,False
1oa8,False
1su1,False
4fye,True
1td9,False
2p0s,False
5ip4,False
2vfx,False
6evn,False
3sk7,False
4qan,False
1fo8,True
2qiy,False
4q98,True
4fd7,False
6ig2,False
4dzi,False
5g1l,False
4gzc,True
2nqt,False
2qrl,True
1s99,False
3flp,False
3k63,True
2r7d,False
2vs0,False
3ueb,False
3etz,False
3crj,False
6g2g,False
4yu6,False
2ewf,True
5ktc,True
1iar,False
2p35,False
3m0a,False
5ax7,False
3km5,False
2y6u,True
6r80,True
5fzo,False
6i6h,False
4cgu,False
6bde,True
5k0a,False
4lan,False
3sam,False
2xfr,True
1p1x,False
3fld,False
5nus,False
1stz,False
2vw8,True
4w4k,False
1yll,False
2a14,True
2dtj,False
4uyb,True
3bhn,True
1of8,False
4pz7,False
4fas,False
3db2,False
3ds4,False
4eyz,False
4n7z,False
6i4d,False
2v84,True
5js4,False
4tjv,True
6rcs,False
5w98,True
4xxb,False
1yc9,True
3hdj,False
6bhc,True
3kv1,True
2x32,False
1u7p,False
6cp9,False
3lho,True
4m51,True
4kmr,False
2ofc,False
2h8n,False
2vli,False
2ynm,False
1ojh,False
5gkv,True
3zui,True
6m96,False
4txw,True
2wuq,False
1vz0,False
2fd5,True
4o65,True
1qfj,False
2yy8,False
3rwn,False
1rfe,True
4obx,False
3tfg,False
4oge,True
5y2s,True
6q9j,False
4h8e,True
5ij7,False
4c6s,True
2ce2,True
5mvw,False
1p3c,True
3qhb,False
4xpm,False
6gku,False
4g1o,False
1elu,False
3obq,False
5ul3,True
6at4,False
5ubd,False
6e0o,False
4e3e,False
5ffp,False
4yuc,True
6ocg,False
4uzr,False
2zdi,False
5e5y,False
3c2u,False
5syr,False
5eyi,False
5el9,True
4xs5,False
3f1z,False
1xbi,True
3hlz,False
3i9y,True
5mtz,False
3u0c,False
4g2e,True
4xgu,False
6ea3,False
4mm2,False
4hst,False
3w15,False
2vsh,False
3t4l,False
4xoi,False
3v7d,False
6miw,True
2zxx,False
4bja,True
1j6r,False
3lqk,True
4yd8,False
5k19,False
4xgl,True
1ocy,True
2fdb,False
1lqt,False
1yfq,True
3g0t,False
5iuc,False
3qr2,False
2inw,False
4lqx,False
2rc3,False
2x12,False
2cua,False
4xuw,False
4e45,False
3msx,False
5ayn,True
3dz1,True
6e0e,True
4e8u,False
4czx,False
2f9i,False
3fzy,False
1nuy,True
1q7l,False
6qj2,False
5ulm,False
5w1u,False
3fb9,False
4oju,False
5wt9,False
2vxp,False
6gke,False
2wy8,False
4m6b,False
1v0a,True
5j03,False
6jib,False
3f9u,False
5xga,True
4lp8,True
6cxb,True
1wv3,True
4peo,False
5ms2,False
6ero,False
3llb,True
2gpi,True
6bm5,True
3dcl,False
2bnl,False
3lxz,False
6fre,True
4p0z,True
3rjt,False
3esk,False
3vjf,False
3wa2,True
4rpc,False
5gvv,False
6du9,True
1uyn,True
3vpz,True
5il2,False
6maa,True
4ag6,False
2w8t,True
3jrv,False
6bl5,True
4wp9,False
4ady,False
3kny,True
3qfe,False
3r44,True
2bii,False
4fgq,False
1so7,True
6rni,False
4w7w,False
6irb,False
3qqa,True
1q5y,False
1q4u,False
3a8g,False
6h2y,False
5wsf,False
4y1l,False
3e3x,True
2uur,True
3s6f,True
2ehw,False
4p04,False
4r9i,True
4p82,True
4qtc,True
4wbj,False
1fkm,True
1eok,True
1d7m,False
1f46,False
2qzc,False
4fa8,False
1gpr,True
3rrk,True
2w2n,False
3hje,True
1poc,True
3dfg,True
5ejo,True
6cfx,False
1t6u,False
4ec6,False
5ecd,False
2qk1,True
5o9m,False
5yad,False
3mb5,True
2obb,True
2qni,True
5mc7,False
5j8j,True
3b0x,True
1zx8,False
4id9,False
5n8a,False
3g74,False
5tjg,False
3nut,False
4jbc,False
4as2,False
3co5,False
3un6,True
4xdn,False
1vhn,True
5v6j,False
6bo0,True
1vmh,True
5xbf,False
3luq,False
4l3u,True
3i7m,True
2v9l,True
1ucr,False
2q03,False
1ls1,True
1eej,False
6ais,True
2pn1,True
3gd6,True
3enc,False
3ml1,False
2rh0,False
1sd4,False
6k7o,False
4l5e,True
2ddx,True
5j90,False
1qhl,True
2i8t,False
5u2l,True
2nte,False
4w7l,False
3bg2,False
1ys1,True
5e71,True
4npx,True
1qdd,False
4h5i,False
5e3q,True
3bed,False
1oqj,False
3qxc,True
3oao,True
2uz0,False
1twd,False
4m70,False
4qc6,False
3w3y,False
3bs4,False
4hat,False
3hry,False
6i4e,False
2w2u,False
5zng,False
4ldv,True
5twb,True
5u56,False
1wz3,False
4la2,False
6gzu,True
2q4o,False
1vzy,False
5xyr,True
3e4g,True
5gsm,False
3tyt,True
4ba0,True
2jbv,False
6gcf,False
5ml3,True
6sf4,False
1wma,True
3r90,False
4z0g,False
6a9s,True
6hj6,True
6ias,False
4c1o,True
4ff5,True
2v3g,True
1aro,False
6n1m,True
4m1x,False
5hb7,True
4d5t,False
3fet,False
4lid,False
4ocv,True
2ehg,True
2bay,False
2ib0,False
5i95,True
4y25,True
4cdj,False
2ciw,False
6gmo,False
3pvi,False
1ub9,True
4r29,False
6gkt,False
4u5a,False
3mst,True
4r5r,False
3wqc,False
6f5z,False
6s0b,False
6g28,True
2oex,False
4bgc,True
5bmt,False
3d3k,False
3dte,True
5b0h,False
5ond,False
5n5p,False
3uuw,False
5jk2,False
6n6q,False
6n74,False
4nqf,False
5mr1,True
3w42,False
6b3y,False
4aur,True
2oxo,True
1yki,False
2a1k,False
4nkg,False
1oao,False
2jh3,False
2jii,False
5zza,False
3r9m,True
4wui,True
3vca,True
3c0f,True
5i0q,False
1lmi,True
6pdm,True
2pma,False
2zkt,False
2o9u,True
3ib5,True
3on4,False
3pwx,False
5wfb,False
5nl9,False
2zs0,False
2wya,False
4b6w,True
2wqf,True
6hfc,False
3ic9,False
4ew5,False
2o3b,False
6mp7,False
2xdj,False
4ng0,False
5a0y,False
5oi7,False
4ouj,False
5yix,False
6jmf,True
3hgt,False
1y08,True
1gs5,True
6f86,True
6n8y,True
4olt,False
1t1j,False
5sy4,False
1hk8,True
4j73,False
2q8p,True
4up3,False
2c3g,True
3w1e,True
4q9t,False
6hln,False
1wmi,False
6qua,False
5j9t,False
3iu6,True
5eik,True
2o38,False
2p0t,True
1fcq,True
3kw2,False
1vju,False
4ro3,False
4n7w,False
1l1o,False
4psf,False
2i5i,False
3zk4,False
5zui,True
1u2h,True
4o7h,False
3e48,False
4ga2,True
4i6v,False
1v74,False
3hzp,True
2yfv,False
4clc,False
2vpz,False
3t7k,False
4x8y,False
5ogs,True
4ru3,True
4bgb,False
6r52,False
6n70,False
1q0p,True
6e1z,False
5oo6,False
1zcc,False
4w5x,False
4aud,False
6oxj,False
4wid,False
5ygh,False
4ei0,False
1wlj,True
4yu8,True
1uty,False
2g30,False
5ijp,True
2yav,False
5tt6,True
3bv8,True
3zg9,False
4gaf,False
4p40,True
4gnr,True
3ni7,False
3uxj,False
5gpo,False
3idu,False
5kle,False
6a1i,True
1gpj,True
1zs3,False
5bq5,False
6hg7,False
6d9n,False
3h6n,True
3rwx,True
2rd9,False
6el8,False
12as,False
5lcy,False
3og6,False
2vsw,False
1rcq,True
4asm,True
2ych,False
6o3c,False
3gnf,True
4h40,False
6d4k,True
2ckl,False
4wjt,False
4zoq,False
6rtq,False
2ex5,False
2o8q,False
4pm4,False
4a29,True
5x03,False
3nks,True
3ose,True
6fyj,True
4h6c,False
3im1,True
4r23,False
5yax,False
6b3x,False
3rft,False
4nrh,False
3p6l,True
2fue,True
5i0c,True
6n72,False
5wgx,True
3ifr,False
4kg0,True
1ixm,False
2e11,False
1p1j,False
1oi2,False
1u6t,True
3rvc,True
3tac,False
5v3n,False
2x0q,True
1kt6,True
4xin,False
6dn0,False
5oq3,True
6hox,True
2rgy,True
4otn,False
2q48,False
2aeg,False
3ejk,True
3lme,False
1z1s,True
4d79,False
3kop,False
2nly,True
3oeo,False
6meh,False
3ach,False
5i62,True
2g3b,False
4h87,False
1k32,False
2hps,True
1p2x,True
4a5n,False
4nwb,True
4ayo,True
5gqw,True
6ff0,True
2wnk,True
6i62,True
5yqj,False
3bqx,True
6n6m,False
4dmi,False
6gdj,False
4lpq,True
3erp,False
3e6c,False
2qsk,True
3ax2,False
2aam,False
5c3c,False
3lyx,False
2qhb,False
4e6u,True
3hxj,False
1x19,True
1h6h,True
4jcm,True
5jfk,False
3a07,False
3rzn,True
4o9x,True
3db7,True
3aqt,False
1o7i,False
5x9v,False
3gmg,False
1w7c,False
5jp4,False
1ko6,False
2oyy,False
2wtm,False
2xfg,False
3m4r,True
4k35,False
4fbw,False
2prv,False
3i4g,True
3dx5,True
2qkh,False
3zvs,False
4b4s,False
2i06,False
5o01,False
2iel,False
4w64,False
2fhz,False
5j1h,False
4cij,False
4did,False
6dm9,False
3mtw,True
3sjr,False
3so6,False
1pya,False
6o19,False
1euw,True
2es9,True
6nzj,False
1s29,True
5fn7,False
5z1n,True
5xap,True
4cyj,False
1ci6,False
2wvb,False
1lr5,False
5vhv,False
6df3,False
1w94,False
2fia,False
5muj,False
4oj5,False
5dnk,False
4icv,True
5ub5,False
2wvq,False
6j28,False
2qnl,True
4r2f,False
1or4,False
3rq1,False
3d19,False
1ltx,False
3ui4,True
1bte,False
4w9z,True
3ess,True
3ona,False
3mvs,True
4n8g,False
3om0,False
5j53,True
5my7,True
5e1l,True
3bww,True
2yhg,True
2bsy,True
2a35,False
6ecb,True
1vjl,False
4pe6,False
5e8j,False
3nj2,False
4wml,True
4n01,False
2osx,False
2q78,False
3e2o,True
1p5v,False
5ixh,False
5haz,True
3i45,True
3ein,True
6o0w,True
2hs1,False
2it2,False
3tw0,False
3cp5,True
3ano,False
4jtm,False
2nrr,True
4lps,False
3e0e,True
5mqp,False
1o75,False
5yxm,True
3lm3,True
3gk6,True
5nxq,False
4wk0,False
3li9,True
6mi0,True
2of3,True
5ax6,True
2bps,False
6i2p,False
4dad,True
4pwy,True
2x7q,True
6obv,False
5ee5,False
1rlz,True
2a1j,False
3mah,True
1tvg,True
5wst,False
3a6p,False
6eu4,False
6fy5,False
4v33,False
1p4t,True
1t61,False
5z1v,False
4xz6,False
3aqe,False
1wf3,True
4f0d,False
3hz8,True
5ufl,False
4zy9,False
3can,True
2e3h,True
1lnw,False
4yhc,False
3e38,False
3klk,True
4mc3,True
2ixa,True
3gqq,False
1jyh,True
4ebg,False
6ghc,False
3kfw,True
2p11,False
1r4v,True
5dmr,False
3fm0,True
4hsp,True
3a1f,True
3o0f,True
4g68,False
4n2x,False
3aj7,True
3ndq,True
5vaf,False
3a5t,False
3uen,True
3gne,False
3uby,False
3bj6,False
1smx,False
2ooc,False
4hwv,False
4lg3,False
6gyg,False
3o2r,False
4alz,True
5xjo,False
3lb2,False
3f79,False
5fsh,False
3v2u,False
1qfh,False
6f9o,True
4qdc,True
1jy2,False
5int,False
1h2k,False
4bu0,False
5vd8,True
4yec,False
2cb4,False
2o71,True
2d0o,False
5u3a,True
5lte,True
6ffv,True
4zoy,True
2jay,True
3okx,False
4gxz,False
5mz2,False
1g8a,True
5a67,True
4cii,True
5f9p,False
2rkv,True
4guc,False
3rmr,False
2imr,True
1fxk,False
3oam,False
4m1g,False
5yr0,False
5m7y,False
6bum,False
4e0g,False
4qpn,True
5zby,True
2v8i,True
5ep2,True
3d01,False
3cz1,False
5kx4,False
5mdi,False
4xuk,False
5uro,True
4ak2,False
3cqn,False
6d2s,True
2hzm,False
2wl8,False
4e4r,True
4zev,False
4nec,False
1y6x,True
3qyh,False
2bdr,False
3gon,True
4a4y,True
2q12,True
5aqm,False
4neu,False
4jzz,False
1jet,False
2jhf,False
6a7v,False
4nsx,True
3p26,False
1ylq,False
6a73,False
4c2m,False
6be0,True
2d9r,True
3rpz,True
1rv9,True
4hgu,True
5dj4,False
4u4p,False
5ud5,False
2w35,False
3ni8,True
2o2x,True
3u0v,True
2hlz,False
3g67,False
5iqj,False
2oct,False
4cei,False
4evw,False
3dqp,True
6ivc,False
4pib,False
3sk2,False
1vmb,True
3vwn,True
3i3w,False
1r9w,True
1b9w,True
2fsx,True
4wv4,False
4omb,False
3wmv,False
5ajg,True
5ek5,False
1izm,True
3mx7,True
3h7i,True
3ld1,True
1zv1,False
2bw3,False
3cm1,False
3vep,False
5b2r,False
4dqa,True
4u9p,False
1sgw,True
6iyr,True
3grd,False
4ru1,False
2ip2,False
3zt9,True
5zx9,True
5wzq,False
4gx0,False
3suk,False
6n0x,False
2ynq,False
4gou,True
5zyf,False
1tu5,False
5noa,True
4kh9,False
6adb,False
5c4y,False
4hjh,False
3wur,False
4x4w,False
4xtb,True
4cp6,True
4ee6,False
2o1k,False
3r1k,True
4om3,False
1nc7,False
3ck1,False
2rbk,True
2h88,False
2g6t,False
4nq0,True
3bqo,False
2q24,False
2qgu,True
3b6e,True
5wwd,False
5l73,False
5mq8,False
3utm,False
3a8r,False
4dka,False
6mbk,False
4no4,False
1yw4,False
5ean,False
6fmx,True
5is2,True
2etd,True
4jx2,False
2nrj,True
6fxd,False
5c5c,True
4ylr,True
4xyw,True
6c8r,False
4dn1,False
2xap,False
4obm,True
4p17,False
5gng,False
5c6k,False
4rl3,False
6bdc,True
6ofu,False
4lqz,True
2reu,True
2e67,False
5tsq,True
1odh,False
2h7o,True
2f2c,False
1qjp,True
2wb0,True
3ea6,True
6qh5,False
5u32,True
3dlu,False
2cxk,False
2j66,True
5gt5,False
1koe,True
4p53,True
1pg6,True
5klh,False
2wf7,True
3cwf,False
4fqg,False
2w18,True
1uxo,True
1h6d,False
5c17,True
3cp7,False
2rci,True
2e56,True
5ls7,False
3d5p,False
4z9p,True
3frq,False
3dsm,True
2qsd,False
2p4o,True
2gti,True
4mlm,False
2ha8,False
4hce,False
6ao3,False
5ao9,True
3g8q,False
6qvh,True
4j37,True
2pu9,False
3te6,False
6a8q,False
3axj,False
2r31,True
3vi6,True
1ffy,False
1c0p,True
4yb8,False
3muj,False
3i8b,True
3kvn,False
4gps,True
2rfr,True
3bfo,False
3kfo,True
2r8r,False
4leb,False
3n7x,True
2r60,True
1x91,True
3kwe,True
4art,False
2iih,True
4ylm,True
3bij,False
4e0a,False
3mem,True
5xkr,False
3d9x,False
5ahk,False
3mkr,False
4ev1,True
3da8,False
4g1q,False
1nxm,False
2b0o,False
5cwh,True
2xc8,False
4v24,False
1w66,True
5v6g,False
4pvk,True
3txy,True
4ozb,False
6det,True
3a57,True
2rhf,True
5zuu,False
5ajo,False
1mwq,False
3kb9,True
4onr,True
3f5b,True
1i27,True
3shq,True
1ngm,False
5c2u,False
2pjs,False
4ruw,True
5ioj,False
4bq6,False
5bp9,True
2qml,True
3dew,True
2f7v,True
3k6r,True
3h35,False
6ou2,True
3s4y,False
5du9,False
1wjx,True
4go6,False
1qzz,True
5gyq,False
3t92,True
3iv6,False
1nig,True
4iw7,True
4wck,True
6a48,True
2q02,False
6d9t,True
6bwg,False
6cbc,False
3k0b,True
4n6j,False
5lxn,False
5jda,True
3k6t,False
1yf2,False
6ijc,False
1wa5,False
2dg7,True
3rc1,True
3erb,True
3sb1,False
1gs9,True
4max,False
3tew,True
6oh9,True
3rc3,True
2bhv,False
5nfj,False
6ckh,True
4un2,False
3iee,True
1w6u,False
4dve,False
6mic,True
4rmo,False
4af1,True
4zh0,True
3ar4,True
3vl1,False
5n4a,True
2q9u,False
1yqh,False
2a26,False
6hat,False
2z5w,True
2w7v,False
3qb2,False
2qjw,False
1kyf,False
3o6c,True
2hsj,False
4nhe,False
6its,False
1rki,False
4c9b,False
3egq,False
5swi,False
2obd,False
5l0r,False
1dus,True
3nau,False
3omd,False
2qmq,True
2htd,False
6s07,False
5cfd,False
3wva,False
3ww3,False
5ima,True
5xdm,False
2q5c,False
6nw9,False
4f3n,True
6evs,False
3fhk,False
3pzl,False
6n6r,False
6b2y,False
6h20,True
3lqc,False
3rhz,False
3c4a,True
4jxy,True
3noj,True
6b9h,False
5vzu,False
4i8h,True
3uue,False
3cm3,True
2qkp,False
5ibz,False
1elk,False
2cly,False
3r4v,True
4qqw,False
3va9,True
6elm,True
1rk8,False
4lxh,True
3qzm,False
4euu,False
5c5z,False
3may,False
6nlh,False
2qsx,False
4akp,True
4gqz,False
4mqw,False
3s98,True
4x1z,False
4n6a,False
4khb,False
3d8k,False
4lx2,False
2va8,False
6gn5,True
6gxx,False
4x82,False
1dwk,False
5fq4,False
3zfp,True
3tdq,False
2f5g,False
1sfs,True
3uan,False
3l7h,False
1r8i,True
4xwh,False
2eab,False
3bt7,False
4oj8,False
3qta,False
2wol,True
1u7g,True
1r7j,True
3h6e,False
6f1e,False
2o2g,True
4xy5,False
3but,True
5lgd,False
3ts9,True
6djt,True
5ki9,True
5cad,True
6emg,False
4gim,False
4xal,False
4psu,True
2d68,False
3zih,False
4xqk,False
4zld,False
1sq9,True
1esc,True
6hun,True
4jgi,False
4ce8,False
1hxi,True
6cmk,False
6n84,False
1x0t,True
2b2a,False
4qbu,True
4bkw,True
2vsy,False
4q6u,False
3fgh,True
4ium,False
5b04,False
2fot,False
6k5g,False
1j2j,False
3kd4,False
3qhe,False
3tpd,True
1zma,True
1ow1,True
2r2a,False
2z84,True
2wfo,False
3a4m,False
6b3p,False
4zrx,True
2ff4,False
4au1,True
4gt9,True
6jpr,False
6u0i,False
3bq9,False
1wb4,False
1g8k,False
3kuv,False
4mf5,True
6f6p,False
2vb1,True
3mcb,False
2ysk,True
3b7c,True
4ms4,False
4k0d,False
3zhi,True
5m45,False
4dkw,False
2od6,False
2ooi,False
6g3e,True
4oxx,True
3pkz,False
4wnd,False
4f0q,False
4eps,True
2xdh,True
2cvb,True
3sjh,False
1dmg,True
3els,True
3k1h,True
2cib,True
4lcl,False
1bm9,False
6gg7,False
4kem,False
4ml9,False
3ckd,False
6nxc,False
5o3n,False
2b4w,True
3uv1,False
2pne,True
6fdg,False
5msn,False
5xka,False
1kq6,True
2o99,False
2xhi,False
5zlr,False
2dxu,False
5y5r,False
3brv,False
6nn8,False
4yl8,False
2vvf,False
1gxm,False
4h3t,True
5h6i,False
3u9l,True
2bh1,False
1cuk,True
3ku7,False
3e1i,False
1ezg,False
2o57,False
3js6,True
2xw6,False
6iwv,False
2fpn,True
4hzi,False
3lax,True
4w8q,True
1ln1,True
5x6b,False
3dns,False
4ovx,True
5vgt,False
3dgp,False
4jbu,True
1p32,False
6g42,False
1juh,False
5t8c,True
2vtw,False
5wk0,True
3scy,True
1d1g,False
4zjh,True
3e11,False
4n02,True
1m6y,False
2z5i,False
1wy5,False
3kor,False
4c3s,True
4g0a,False
5eur,False
6o60,False
2hcf,True
5ya6,False
4x8k,False
5jel,False
2dwu,False
2qeb,False
6oq7,False
4g9e,False
1qex,False
2qs9,False
4hvy,True
2efk,True
5wrk,False
5hr4,False
3rf0,False
1uku,True
1zk8,False
4k90,False
2hq4,False
3lui,False
5g4k,False
5uiw,False
3k3c,False
3zil,False
4nwy,False
6owc,False
4i9x,False
5bmn,True
3m31,True
4q7o,False
6hqo,True
5tin,False
3vp5,True
1ccw,False
5gu6,True
4mij,True
4s36,True
3h0o,True
5zdq,False
3l82,False
3k8g,False
3zqc,False
3htu,False
6bs9,False
5k0p,False
3ws7,True
1j8b,True
1rp3,False
5yca,False
5da7,False
1kjq,False
3opc,False
3fcm,False
3r84,False
6b1b,False
3ghy,False
2ps5,False
4h2h,False
1zbx,False
3vsn,True
6njy,False
5u47,True
3ay5,True
3pfo,False
4h41,False
4i5j,True
5t11,False
2nn5,True
3onm,False
1nkd,True
3maz,False
5v44,False
5dlk,False
5xvj,False
6c3r,False
4mcj,False
5z51,False
3lbm,False
5ohy,False
1mgt,True
5e57,False
4qhw,True
3wh1,False
5m1p,False
2ghr,True
3uoa,False
2ijl,False
5g3q,False
3h05,False
3e99,True
3plw,True
6qwv,False
6i28,True
3c2b,False
5vip,False
3lbx,False
2tps,False
4zey,True
6r57,False
5io9,False
3pe9,False
3rxy,False
6eac,False
3u8v,False
3dyt,True
6b05,False
6cka,False
4ewf,False
3lso,False
6jbt,False
5xbj,True
5n9m,False
3gwl,False
3d7j,False
4ray,False
6k4f,True
5lef,False
3szy,True
6dce,True
4rap,False
4rw0,False
2yal,False
6ig4,False
4b60,False
3bc8,True
6kly,True
5muz,False
2p63,False
4n13,True
3f7x,True
6g44,False
1c8u,False
3cvz,False
5zcy,True
4mzc,True
5m04,True
3aot,True
4r0c,False
2nqw,True
5ehi,False
6g8u,True
3f6g,False
4krd,False
1cf7,False
6ow7,False
4qy7,True
5w93,False
5j80,True
4jde,False
5n0k,True
3r6d,True
4rfu,False
6ohz,True
4tq0,False
5nj9,False
3mi0,False
5wy4,True
2we8,False
2w7y,False
2zq5,True
3u02,False
3sd7,True
5kym,False
2uyo,True
4hg2,False
3nrh,False
3bpd,False
1obb,False
3pfg,True
5x14,True
4fvd,False
4gx8,False
6ou0,True
3oou,True
3d7i,False
3sny,True
1pbw,False
4h14,False
5gk9,False
6ay8,True
2e1v,False
3fgr,False
3w6j,False
6b9r,False
2a9u,False
4yiz,False
3d33,False
2x5c,False
5kux,True
5y1z,False
1ywm,True
4fc9,False
3f67,True
1q9j,False
4xjy,False
2p5z,True
1w2w,False
3dxi,False
2d4g,False
5dzm,False
2ast,False
2fzv,False
1g3p,True
3qf2,False
6ekk,False
2qts,False
5jxc,False
3q1x,True
2epl,True
4qiu,False
6cum,True
1yoz,False
3tzt,False
3h5j,False
5olr,False
6dtd,False
6dub,False
5v0z,False
3qoo,True
1cmc,False
5ig6,True
2ccq,True
1fsg,False
3s44,True
4wuv,False
4by6,False
1vdw,False
5y6g,True
1ei9,False
3ups,True
2jdj,False
4nn2,False
4maa,True
5x5v,True
3odm,False
3q20,False
4mtu,True
5ngw,True
4lqb,False
4oci,True
2vga,True
2xgf,False
4j8c,False
5e6g,False
3mn7,False
3onp,True
5y27,False
4njh,False
3zzy,False
2qhq,False
3lhc,True
6n85,False
3cq1,True
3bqk,True
1m0w,False
2co5,False
2fkk,True
1z21,True
3ddc,False
1ujw,False
4gt8,True
3h79,True
6hni,True
2vqg,False
3mwz,True
2woy,True
3e4b,False
3t7l,True
3a6r,False
5fii,False
3kb2,False
3rt2,True
5tod,False
2o5n,False
4bxf,False
4egc,False
5oho,False
1r7l,False
2vxz,True
6c30,False
5zct,False
5hjq,True
3ljx,True
1h6k,False
4p1z,False
3d6j,True
4rv0,False
3v67,False
5g3t,False
4j25,False
4ku0,False
2nn4,False
6b7l,True
4rk6,False
1sqh,True
4wep,False
4r3n,False
4ymk,False
2j4o,True
3edo,False
4eys,True
3h3p,False
3g27,True
3swy,False
2qyc,False
1ux5,True
2fp8,False
4do4,False
4qt6,True
2cfq,True
4f01,False
3n0x,True
1ry9,False
5u2p,True
3cqj,False
2azk,False
6fyw,False
5he9,False
6eni,False
2hql,False
1u84,True
1iug,False
5a9d,False
5i8t,True
2o1q,False
3m1u,False
4mud,False
4k22,False
2pd1,False
1q9u,False
1m1z,False
5byk,True
3rt3,False
6fjk,False
5x4k,True
4z39,False
2vwa,False
1atz,False
4j7b,False
6a1a,True
2bkm,False
4wia,False
3bwx,True
5j4u,True
2ojw,False
5xcb,True
5osw,True
3wgx,False
2zxr,True
6iz2,False
3jyb,False
4hgz,False
6i0i,False
5vxe,True
2xvy,True
5tcb,True
3d4r,False
4hes,False
4o5f,False
5hi8,False
4qdj,True
5k3q,False
2oik,False
5gi7,True
4rzy,False
3tos,False
5d5y,False
2bti,False
5a7g,True
4ras,False
3t47,False
4tz1,False
3vk5,False
6e55,False
4qxb,False
4d7j,True
5ec6,True
3g8r,False
3gy9,True
6ght,True
2hkv,True
2qko,False
3gq8,True
1ymt,False
4l57,False
4kqd,False
4mwi,True
3s5l,False
3ggd,True
2bu3,False
3dt5,True
5ly8,True
4htf,False
5l8s,False
2rbd,False
5uqd,True
5i5n,False
3b40,True
5n3j,True
4izh,False
6c72,False
1w5q,False
6d0a,True
4nsd,False
3zxc,False
4z4a,False
3zxn,False
6gz1,True
5j4o,True
3jvo,False
1oai,False
2hku,False
3hyi,True
3gxq,False
4wbd,True
3ec8,True
2r2d,False
3hxl,True
1no1,False
4pww,True
4n30,True
3cuz,True
2vxg,False
1mun,True
1q2h,False
2dkj,False
4s1p,True
5tsc,False
2vxn,True
2x3g,True
5lsi,False
6dlb,False
5c4v,False
3g91,True
3ldt,True
2zqm,True
5b1a,False
3ck6,False
2y3m,False
4zv5,False
5nkm,False
6mj5,False
3led,False
2vm9,True
5jov,True
1xgk,True
5w95,False
6a8u,False
5xzg,False
6m8n,True
1n1c,False
2bk9,True
3vbj,False
2q04,False
3vea,False
5zkm,False
5czy,True
1mus,False
3ege,True
3k1r,False
5zhb,False
3bje,False
2fkc,False
3bpv,True
6bev,False
4aqn,False
4qla,False
2hzg,False
5od6,False
1mr7,False
3o0g,False
4xdx,True
3mmg,False
5iva,False
1sf9,True
2fef,False
4mbq,False
3nzn,False
5n4i,True
2x8x,True
1zxj,False
6oux,False
6dew,False
1n12,False
5d9g,False
4o9i,True
3edy,True
4eco,False
6chg,False
3ega,True
1kzq,False
3fqd,False
4me2,True
3rqw,False
1hru,False
4ryk,False
3qxb,False
1v7w,True
6n7m,False
5wtq,False
4gqv,True
6ayh,True
1sfp,True
2io0,False
1tue,False
3cc1,False
